ID	X1	X2	ROW	COL
643	1	2	12	13
644	1	2	12	14
645	1	2	12	15
646	1	2	12	16
647	1	2	12	17
648	1	2	12	18
649	1	2	12	19
650	1	2	12	20
651	1	2	12	21
652	1	2	13	1
653	1	2	13	2
654	1	2	13	3
655	1	2	13	4
656	1	2	13	5
657	1	2	13	6
658	1	2	13	7
659	1	2	13	8
660	1	2	13	9
661	1	2	13	10
662	1	2	13	11
663	1	2	13	12
664	1	2	13	13
665	1	2	13	14
666	1	2	13	15
667	1	2	13	16
668	1	2	13	17
669	1	2	13	18
670	1	2	13	19
671	1	2	13	20
672	1	2	13	21
673	1	2	14	1
674	1	2	14	2
675	1	2	14	3
676	1	2	14	4
677	1	2	14	5
678	1	2	14	6
679	1	2	14	7
680	1	2	14	8
681	1	2	14	9
682	1	2	14	10
683	1	2	14	11
684	1	2	14	12
685	1	2	14	13
686	1	2	14	14
687	1	2	14	15
688	1	2	14	16
689	1	2	14	17
690	1	2	14	18
691	1	2	14	19
692	1	2	14	20
693	1	2	14	21
694	1	2	15	1
695	1	2	15	2
696	1	2	15	3
697	1	2	15	4
698	1	2	15	5
699	1	2	15	6
700	1	2	15	7
701	1	2	15	8
702	1	2	15	9
703	1	2	15	10
704	1	2	15	11
705	1	2	15	12
706	1	2	15	13
707	1	2	15	14
708	1	2	15	15
709	1	2	15	16
710	1	2	15	17
711	1	2	15	18
712	1	2	15	19
713	1	2	15	20
714	1	2	15	21
715	1	2	16	1
716	1	2	16	2
717	1	2	16	3
718	1	2	16	4
719	1	2	16	5
720	1	2	16	6
721	1	2	16	7
722	1	2	16	8
723	1	2	16	9
724	1	2	16	10
725	1	2	16	11
726	1	2	16	12
727	1	2	16	13
728	1	2	16	14
729	1	2	16	15
730	1	2	16	16
731	1	2	16	17
732	1	2	16	18
733	1	2	16	19
734	1	2	16	20
735	1	2	16	21
736	1	2	17	1
737	1	2	17	2
738	1	2	17	3
739	1	2	17	4
740	1	2	17	5
741	1	2	17	6
742	1	2	17	7
743	1	2	17	8
744	1	2	17	9
745	1	2	17	10
746	1	2	17	11
747	1	2	17	12
748	1	2	17	13
749	1	2	17	14
750	1	2	17	15
